device,tick_ms,sequence,valid,block_index,sample_index,left,right,sample_count,min,max,peak_abs,mean_abs,frame_id,radar_type,frame_len,data_len,driver_drop,msg_drop,frame_hex,radar_decoded
radar,541048,31769,1,2,,,,,,,,,31769,0x0a16,17,8,0,0,017C1900080A168F010000008FC20942F8,range_flag=1;range_cm=34.440
radar,541049,31770,1,1,,,,,,,,,31770,0x0f09,11,2,0,0,017C1A00020F099C0100FE,human_present=1
radar,541049,31771,1,3,,,,,,,,,31771,0x0a17,17,8,0,0,017C1B00080A178C5A45913D049FC43E2D,
radar,541051,31772,1,4,,,,,,,,,31772,0x0a13,21,12,0,0,017C1C000C0A138B80F7A13DF0475FBD2033E33C8D,total_phase=0.079;breath_phase=-0.055;heart_phase=0.028
radar,541052,31773,1,3,,,,,,,,,31773,0x0a14,13,4,0,0,017C1D00040A14850000A0411E,breath_rate_per_min=20.000
radar,541055,31774,1,4,,,,,,,,,31774,0x0100,33,24,0,0,017C1E00180100856272656174682072617465203D2032302E30303030303020E4,text=breath rate = 20.000000
radar,541090,31775,1,3,,,,,,,,,31775,0x0a38,10,1,0,0,017C1F00010A38AE02FD,
radar,541111,31776,1,4,,,,,,,,,31776,0x0a13,21,12,0,0,017C20000C0A13B700A98D3D70C455BDA0A3B63C33,total_phase=0.069;breath_phase=-0.052;heart_phase=0.022
radar,541144,31777,1,3,,,,,,,,,31777,0x0a38,10,1,0,0,017C2100010A389002FD,
radar,541145,31778,1,4,,,,,,,,,31778,0x0a18,11,2,0,0,017C2200020A18B00200FD,
radar,541150,31779,1,3,,,,,,,,,31779,0x0a16,17,8,0,0,017C2300080A16B5010000008FC20942F8,range_flag=1;range_cm=34.440
radar,541150,31780,1,4,,,,,,,,,31780,0x0f09,11,2,0,0,017C2400020F09A20100FE,human_present=1
radar,541151,31781,1,1,,,,,,,,,31781,0x0a17,17,8,0,0,017C2500080A17B25A45913D049FC43E2D,
radar,541152,31782,1,2,,,,,,,,,31782,0x0a13,21,12,0,0,017C26000C0A13B1001C0CBC807B49BD44B0DC3A4E,total_phase=-0.009;breath_phase=-0.049;heart_phase=0.002
radar,541153,31783,1,1,,,,,,,,,31783,0x0a14,13,4,0,0,017C2700040A14BF0000A84116,breath_rate_per_min=21.000
radar,541156,31784,1,2,,,,,,,,,31784,0x0100,33,24,0,0,017C2800180100B36272656174682072617465203D2032312E30303030303020E5,text=breath rate = 21.000000
radar,541190,31785,1,1,,,,,,,,,31785,0x0a38,10,1,0,0,017C2900010A389802FD,
radar,541213,31786,1,2,,,,,,,,,31786,0x0a13,21,12,0,0,017C2A000C0A13BD000ACABCD09D3ABDC002C8BCFF,total_phase=-0.025;breath_phase=-0.046;heart_phase=-0.024
radar,541249,31787,1,1,,,,,,,,,31787,0x0a38,10,1,0,0,017C2B00010A389A02FD,
radar,541249,31788,1,2,,,,,,,,,31788,0x0a18,11,2,0,0,017C2C00020A18BE0200FD,
radar,541249,31789,1,4,,,,,,,,,31789,0x0a16,17,8,0,0,017C2D00080A16BB010000008FC20942F8,range_flag=1;range_cm=34.440
radar,541250,31790,1,3,,,,,,,,,31790,0x0f09,11,2,0,0,017C2E00020F09A80100FE,human_present=1
radar,541251,31791,1,0,,,,,,,,,31791,0x0a17,17,8,0,0,017C2F00080A17B85A45913D049FC43E2D,
radar,541253,31792,1,3,,,,,,,,,31792,0x0a13,21,12,0,0,017C30000C0A13A700F2583DF06F29BD216C30BDA3,total_phase=0.053;breath_phase=-0.041;heart_phase=-0.043
radar,541254,31793,1,0,,,,,,,,,31793,0x0a14,13,4,0,0,017C3100040A14A90000A84116,breath_rate_per_min=21.000
radar,541258,31794,1,3,,,,,,,,,31794,0x0100,33,24,0,0,017C3200180100A96272656174682072617465203D2032312E30303030303020E5,text=breath rate = 21.000000
radar,541291,31795,1,0,,,,,,,,,31795,0x0a38,10,1,0,0,017C3300010A388202FD,
radar,541315,31796,1,3,,,,,,,,,31796,0x0a13,21,12,0,0,017C34000C0A13A340A6503E904516BD4EE536BD29,total_phase=0.204;breath_phase=-0.037;heart_phase=-0.045
radar,541350,31797,1,0,,,,,,,,,31797,0x0a38,10,1,0,0,017C3500010A388402FD,
radar,541350,31798,1,3,,,,,,,,,31798,0x0a18,11,2,0,0,017C3600020A18A40200FD,
radar,541350,31799,1,4,,,,,,,,,31799,0x0a16,17,8,0,0,017C3700080A16A1010000008FC20942F8,range_flag=1;range_cm=34.440
radar,541351,31800,1,2,,,,,,,,,31800,0x0f09,11,2,0,0,017C3800020F09BE0100FE,human_present=1
radar,541352,31801,1,3,,,,,,,,,31801,0x0a17,17,8,0,0,017C3900080A17AE5A45913D049FC43E2D,
radar,541355,31802,1,2,,,,,,,,,31802,0x0a13,21,12,0,0,017C3A000C0A13AD800A9A3E206F01BD3E9BE2BCD9,total_phase=0.301;breath_phase=-0.032;heart_phase=-0.028
radar,541356,31803,1,3,,,,,,,,,31803,0x0a14,13,4,0,0,017C3B00040A14A30000B0410E,breath_rate_per_min=22.000
radar,541359,31804,1,2,,,,,,,,,31804,0x0100,33,24,0,0,017C3C00180100A76272656174682072617465203D2032322E30303030303020E6,text=breath rate = 22.000000
radar,541360,31805,1,3,,,,,,,,,31805,0x0a15,13,4,0,0,017C3D00040A15A40000A2421F,heart_rate_bpm=81.000
radar,541363,31806,1,4,,,,,,,,,31806,0x0100,32,23,0,0,017C3E00170100AA68656172742072617465203D2038312E303030303030208D,text=heart rate = 81.000000
radar,541398,31807,1,3,,,,,,,,,31807,0x0a38,10,1,0,0,017C3F00010A388E02FD,
radar,541420,31808,1,4,,,,,,,,,31808,0x0a13,21,12,0,0,017C40000C0A13D7005F2C3DC051D6BCC076953A53,total_phase=0.042;breath_phase=-0.026;heart_phase=0.001
radar,541453,31809,1,3,,,,,,,,,31809,0x0a38,10,1,0,0,017C4100010A38F002FD,
radar,541454,31810,1,4,,,,,,,,,31810,0x0a18,11,2,0,0,017C4200020A18D00200FD,
radar,541455,31811,1,3,,,,,,,,,31811,0x0a16,17,8,0,0,017C4300080A16D5010000008FC20942F8,range_flag=1;range_cm=34.440
radar,541456,31812,1,4,,,,,,,,,31812,0x0f09,11,2,0,0,017C4400020F09C20100FE,human_present=1
radar,541459,31813,1,3,,,,,,,,,31813,0x0a17,17,8,0,0,017C4500080A17D25A45913D049FC43E2D,
radar,541460,31814,1,4,,,,,,,,,31814,0x0a13,21,12,0,0,017C46000C0A13D180D56BBEC045A7BC2CC0FF3CCE,total_phase=-0.230;breath_phase=-0.020;heart_phase=0.031
radar,541461,31815,1,3,,,,,,,,,31815,0x0a14,13,4,0,0,017C4700040A14DF0000B0410E,breath_rate_per_min=22.000
radar,541464,31816,1,4,,,,,,,,,31816,0x0100,33,24,0,0,017C4800180100D36272656174682072617465203D2032322E30303030303020E6,text=breath rate = 22.000000
radar,541500,31817,1,3,,,,,,,,,31817,0x0a38,10,1,0,0,017C4900010A38F802FD,
radar,541521,31818,1,4,,,,,,,,,31818,0x0a13,21,12,0,0,017C4A000C0A13DD40BF0ABE80896CBC63AD5D3DC3,total_phase=-0.135;breath_phase=-0.014;heart_phase=0.054
radar,541553,31819,1,3,,,,,,,,,31819,0x0a38,10,1,0,0,017C4B00010A38FA02FD,
radar,541554,31820,1,4,,,,,,,,,31820,0x0a18,11,2,0,0,017C4C00020A18DE0200FD,
radar,541558,31821,1,3,,,,,,,,,31821,0x0a16,17,8,0,0,017C4D00080A16DB010000008FC20942F8,range_flag=1;range_cm=34.440
radar,541559,31822,1,4,,,,,,,,,31822,0x0f09,11,2,0,0,017C4E00020F09C80100FE,human_present=1
radar,541560,31823,1,2,,,,,,,,,31823,0x0a17,17,8,0,0,017C4F00080A17D85A45913D049FC43E2D,
radar,541561,31824,1,0,,,,,,,,,31824,0x0a13,21,12,0,0,017C50000C0A13C7004B303D006308BC7AAC883D0D,total_phase=0.043;breath_phase=-0.008;heart_phase=0.067
radar,541562,31825,1,2,,,,,,,,,31825,0x0a14,13,4,0,0,017C5100040A14C90000B0410E,breath_rate_per_min=22.000
radar,541565,31826,1,0,,,,,,,,,31826,0x0100,33,24,0,0,017C5200180100C96272656174682072617465203D2032322E30303030303020E6,text=breath rate = 22.000000
radar,541599,31827,1,2,,,,,,,,,31827,0x0a38,10,1,0,0,017C5300010A38E202FD,
radar,541621,31828,1,0,,,,,,,,,31828,0x0a13,21,12,0,0,017C54000C0A13C3806F3E3E004011BB41CA8F3DC3,total_phase=0.186;breath_phase=-0.002;heart_phase=0.070
radar,541654,31829,1,2,,,,,,,,,31829,0x0a38,10,1,0,0,017C5500010A38E402FD,
radar,541655,31830,1,0,,,,,,,,,31830,0x0a18,11,2,0,0,017C5600020A18C40200FD,
radar,541660,31831,1,2,,,,,,,,,31831,0x0a16,17,8,0,0,017C5700080A16C1010000008FC20942F8,range_flag=1;range_cm=34.440
radar,541660,31832,1,0,,,,,,,,,31832,0x0f09,11,2,0,0,017C5800020F09DE0100FE,human_present=1
radar,541661,31833,1,4,,,,,,,,,31833,0x0a17,17,8,0,0,017C5900080A17CE5A45913D049FC43E2D,
radar,541662,31834,1,3,,,,,,,,,31834,0x0a13,21,12,0,0,017C5A000C0A13CD005AE23D0058763BA599873DE9,total_phase=0.111;breath_phase=0.004;heart_phase=0.066
